1;https://tablea.shop/;Airbnb, Inc.;15:42:01
2;https://appie.inc.xavsz.cn/mim/96pefsy9t3910to249qph6472s189885162633o9u5ch4y2301.html;Apple Inc.;15:49:03
3;https://appie.inc.xavsz.cn/mim/69w597j4094p408892z85zr9274k41g66g1297803639zp51i4.html;Apple Inc.;16:30:55
4;http://www.appie.ios.viaxu.cn/mim/544pmwe12612129dtd216d75644w63l9206c24s523o1683415.html;Apple Inc.;16:47:00
5;http://www.icioud.com.viaxu.cn/mim/nj7974lzh00358708364v37w385j7949x753f932351235662a.html;Apple Inc.;16:47:36
6;http://www.appie.ios.viaxu.cn/mim/3y8cd4jw7565ho3r636z95hx303733192tzw030ypx99pwsp60.html;Apple Inc.;17:00:42
7;https://www.170-106-190-103.cprapid.com/smsVerification.php/;Apple Inc.;17:30:19
8;https://att-loginscreen121.weeblysite.com/;AT&T;16:03:24
9;https://att78yuhe3.weebly.com/;AT&T;16:17:08
10;https://at87uijnm.weebly.com/;AT&T;16:23:48
11;https://ldkdjdfjjfjfj.weebly.com/;AT&T;17:29:49
12;http://att-103626.weeblysite.com/;AT&T;17:33:57
13;http://att-102549.weeblysite.com/;AT&T;17:41:33
14;https://bdvanezprestamos.pages.dev/;Banco de Venezuela;15:40:58
15;http://www.inactivacion.com/cb/pages/jsp-ns/login-cons/;Banrural;15:31:22
16;https://inactivacion.com/;Banrural;15:52:30
17;http://pb3657.com/;Bet365;17:34:55
18;http://sdj.hgp.mybluehost.me/html/a1dd041c2a2c951e7ecc;BNP Paribas;17:46:45
19;https://complaint.attentde11254.info/sign-in?op_token=YazSyJuLr6MoO3tgyImSGgnHbC6dc474vMTkXtpdRiRQwXGCf6XUtquU033xRSF0sdEDMkRo7dadgDuWZAPMqtkKW9PJu0SQPwE&uuid=a9aed11f-b8f1-4434-b5f2-9d6e5ea81ed0&hash=bbc&language=ru;Booking.com;16:30:45
20;http://coinnebasepr0olog-inn.godaddysites.com/;Coinbase;15:43:54
21;https://helps-coinbaes-extns.webflow.io/;Coinbase;16:15:12
22;https://help-sso-page-coinbase-bing.webflow.io/;Coinbase;16:29:12
23;https://help-ledgere-helps.webflow.io/;Coinbase;16:33:07
24;https://pub-8e7bd94069274b88ac6178304f8fd737.r2.dev/index.html;Crypto/Wallet;15:30:24
25;https://bafybeiggsyx5eleumviylyicl4hqo6noqhyhbsths4e4hf3mrszm4ghvji.ipfs.dweb.link/;Crypto/Wallet;15:40:33
26;https://pub-07439617ce7440c4b1022865601cef5d.r2.dev/index.html;Crypto/Wallet;15:46:40
27;https://pub-3cd3154f00954bf98b6558df360642ea.r2.dev/index.html;Crypto/Wallet;16:23:17
28;https://start-docs-trezer.github.io/;Crypto/Wallet;16:30:16
29;https://pub-9d002254f74b44849eb00a82e0e2f3e5.r2.dev/index.html;Crypto/Wallet;16:34:43
30;https://docs-trezr.github.io/;Crypto/Wallet;17:13:09
31;http://quatarcreativityblock.pages.dev/;Crypto/Wallet;17:30:52
32;https://auths--en-sso--rtrezor.webflow.io/;Crypto/Wallet;17:39:51
33;https://webs-app-en--trezor.webflow.io/;Crypto/Wallet;17:46:44
34;https://dana-0paylater.undan.cfd/;DANA;15:51:39
35;https://aktivasi-danapinjaman.overwebxr.mom/;DANA;15:52:51
36;http://dana-kaget.undan.cfd/;DANA;17:33:59
37;https://lindarbrekka.is/dnkdl/;DHL Airways, Inc.;16:12:48
38;https://pages-infomation-policy-center.online/robots.txt/;Facebook, Inc.;15:23:56
39;http://pages-infomation-policy-center.online/;Facebook, Inc.;15:30:33
40;https://bango-settoen-20pageks-clowisne3812-aowkaler.pages.dev/help/contact/216536308095941;Facebook, Inc.;15:51:26
41;http://dsgfdgdfrg5656565.blogspot.com/;Facebook, Inc.;17:03:11
42;http://business-marketplace-center.com/;Facebook, Inc.;17:15:34
43;https://business.central-activity-resources.com/14876O7714886651Failure;Facebook, Inc.;17:45:47
44;https://centenpubg.io.vn/;Garena;15:51:22
45;https://59fjfskdkf9454940459dfkjdfl.pages.dev/robots.txt/;Generic/Spear Phishing;15:24:45
46;http://d4ftar--sek4rang.vvix.biz.id/;Generic/Spear Phishing;15:31:40
47;https://pub-a681add15edc4dd48c6da53f401daa70.r2.dev/index.html;Generic/Spear Phishing;15:36:46
48;http://pcgscoinlisting.weebly.com/;Generic/Spear Phishing;15:49:45
49;https://btinternet1online10.weebly.com/contact.html;Generic/Spear Phishing;15:54:28
50;https://temur098.github.io/Examm;Generic/Spear Phishing;15:57:05
51;https://degvrg.weebly.com/;Generic/Spear Phishing;16:07:52
52;https://xc.qdz14.za.com/FidelityBnk/;Generic/Spear Phishing;16:16:14
53;https://servicesgocaustralia.info/admin;Generic/Spear Phishing;16:18:42
54;http://mailsetupsecurityalkwg88756399en0office360oneclickhttp.pages.dev/;Generic/Spear Phishing;16:22:32
55;https://conexaocristo.com.br/ez/index.html#john(a)doe.org;Generic/Spear Phishing;16:37:18
56;http://elaamchii33.serv00.net/DGTdelivry/cold/info.php;Generic/Spear Phishing;16:42:19
57;http://ntaji.net/ysa04.html;Generic/Spear Phishing;17:30:23
58;http://huterf.net/BarHarbor/;Generic/Spear Phishing;17:36:34
59;https://k9p.990.myftpupload.com/ult/dgt/in.php;Generic/Spear Phishing;17:46:33
60;https://a1dtodemxlerinizzzzz.com/;Government of Turkey;15:17:24
61;https://www.santanderpod3.fsthosting.com/;Grupo Santander;16:24:43
62;https://c4d4b62a-4ce6-4254-a02f-361e2d39c57d-00-3o2teq79hlmb3.pike.replit.dev/;Instagram;15:09:34
63;https://instagram-memers.blogspot.com/;Instagram;15:52:46
64;https://7t6g554q32s2345756879hjnhtyrrtyuyu.in/Nl/HJHJahjdr8i4382892!iuhdift48953289!idfhrewhoighiewog/;International Card Services B.V;17:29:25
65;https://ritesh-0309.github.io/Netflix_Clone/;Netflix Inc.;16:11:42
66;https://netflixclone.azurewebsites.net/;Netflix Inc.;16:21:59
67;https://bjnence-us.live/;Outlook;15:45:35
68;http://authoffonline.duckdns.org/;Outlook;17:16:48
69;http://securelogin.postapay.me/;Poste Italiane S.p.A;16:46:36
70;http://iyr.jnk.mybluehost.me/SBB/index;SBB;17:03:09
71;https://optusnet-com.blogspot.ae/;Singtel Optus;15:42:09
72;https://skyggchcjjjlov.weebly.com/;Sky UK Limited;16:58:55
73;http://sky-101631.weeblysite.com/;Sky UK Limited;17:42:38
74;https://s-team-c.com/p/cfrm-hjkh/mmbgjkph;Steam;16:39:45
75;https://steamcommninty.com/ld/Perhiskaa;Steam;17:46:22
76;https://joinxz1.my.id/;Telegram;15:56:37
77;http://app-aphold-login.gitbook.io/;Uphold;15:26:31
